id,versions,displayName,abbreviation
41,"[{'id': 559, 'md5': 'A415CB0E40F8BCDCE71E28283A7E6CD7', 'sha1': 'E099D688760FF0CE114CA8A9FD083E31E41CFADE', 'name': ""Kirby's Adventure (U) (PRG0) [!].nes"", 'type': 1, 'region': 'U', 'version': 'PRG0', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 2810, 'md5': '6118E4F266604FC1D7312D083008E923', 'sha1': '0634CF75518B28241CC0D51B73102E2B3AA744DE', 'name': ""Kirby's Adventure (E) [!].nes"", 'type': 1, 'region': 'E', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 5311, 'md5': '582ffbd982a91f5abbea251c2d7eda13', 'sha1': '8f2f177851fadad9980ab4a6ba25850883c8c2eb', 'name': 'Hoshi no Kirby - Yume no Izumi no Monogatari (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'Redump'}]",Kirby's Adventure,ka
42,"[{'id': 2604, 'md5': 'F15D5835041C4B28B98B9551FB3CE764', 'sha1': '9F8D51762125DF0C1A6AB6EFF41FBF7D0E65D465', 'name': ""Hudson's Adventure Island III (U) [!].nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Adventure Island 3,aisland3
43,"[{'id': 555, 'md5': 'c21e7a8965a3be35519a43260ada4007', 'sha1': '6b58f149f34fa829135619c58700caaa95b9cde3', 'name': 'Prince of Persia (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Prince of Persia,nes-pop
44,"[{'id': 1196, 'md5': '6EC8260FA2FD61D77491C2D9B95711EA', 'sha1': 'E72F81A205833FEE863FA6607B3A44225CCBBC5A', 'name': 'Snow Bros. (U) [b4]', 'type': 3, 'region': 'U', 'version': '[b4]', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 4852, 'md5': '3D675E5ADFA038F68598B9F4D1A37A80', 'sha1': '76E71F32551D60D3AF26EB4AD15F4BDE7C6CA29B', 'name': 'Snow Bros. (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Snow Bros.,snowbros
45,"[{'id': 87, 'md5': '27e5c62c6c169896bf80bafb6595ceb8', 'sha1': 'c054a885fb9b00d3f6797a35ba5579f2896a254a', 'name': 'Kung Fu (Japan, USA).nes', 'type': 1, 'region': 'JU', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Kung Fu,kungfu
46,"[{'id': 2392, 'md5': 'D464E3E3877A759B8053210BAAEBC890', 'sha1': '11713A9514934B60724960DB9FD1F367ABCC8D07', 'name': 'Kid Icarus (UE) [!]', 'type': 1, 'region': 'UE', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 4881, 'md5': '04C62C145F165CA471F2743C171379AE', 'sha1': '0E79F258EF6C2AE6468FF07AC0B988183D8E3832', 'name': 'Kid Icarus (UE) [b1].nes', 'type': 3, 'region': 'UE', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Kid Icarus,kidicrus
47,"[{'id': 322, 'md5': '332C8C5202D4195A567D831F1197C563', 'sha1': '0AD3979BA3C7696166FB60B0461F4409DA653303', 'name': ""Rush'n Attack (U) [!].nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Rush'n Attack,rushnatk
48,"[{'id': 488, 'md5': 'BE8808B4A5670E344689EF9CCD678F94', 'sha1': 'ABBC28A37F328D99F3CF2BF11D8D1633967F5635', 'name': 'Kaiketsu Yanchamaru 2: Karakuri Land', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Kid Niki 2,kidniki2
49,"[{'id': 508, 'md5': '3DE761689D6D745F0D777BF7C86FB406', 'sha1': '48308AD01ED49B928E38EE7DE18FEB9F917A6C1E', 'name': ""Jackie Chan's Action Kung Fu (USA).nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Jackie Chan's Action Kung Fu,jcakfu
50,"[{'id': 2591, 'md5': '79AA819580967FFB27A9698EFBF493B9', 'sha1': '84698B12F4E56A37C67BB47359758124C9B012BB', 'name': 'Double Dragon (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Double Dragon,dd
51,"[{'id': 341, 'md5': 'B94BE0BF2E861BCA19339920CD786F53', 'sha1': 'E4FBBE69B3B539B198AE0E037FDC2558074A283F', 'name': 'Double Dragon II - The Revenge (U) (PRG1) [!].nes', 'type': 1, 'region': 'U', 'version': 'PRG1', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Double Dragon II: The Revenge,dd2
52,"[{'id': 1967, 'md5': 'A5484DA6FEADC9C8FDB2B1A8EDF97EE2', 'sha1': '18ECC9CAD3B1C36653867EA02A8465F2046AA459', 'name': 'Double Dragon III - The Sacred Stones (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Double Dragon III: The Sacred Stones,dd3
53,"[{'id': 2153, 'md5': '56603D74C8EA8F67F9C094E0016B747C', 'sha1': '4AE2AE167E06E65E14422D045BB52154612BB0A2', 'name': 'Mickey Mousecapade (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Mickey Mousecapade,mickeymc
54,"[{'id': 496, 'md5': '0ebcb18c1ce6dba52dc44b57dd809986', 'sha1': '110796622e50c2e8c20b1430acadc5bae5f36586', 'name': 'Tiny Toon Adventures (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Tiny Toon Adventures,tnytoon
55,"[{'id': 466, 'md5': 'D16A502D0125F23CC3D980DDC6B6F2E8', 'sha1': 'F91281D5D9CC26BCF6FB4DE2F5BE086BC633D49B', 'name': ""Castlevania III - Dracula's Curse (USA).nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 2848, 'md5': '91FA26986B6C07C39FADBFAC61ADABD6', 'sha1': 'A0F3B31D4E3B0D2CA2E8A34F91F14AD99A5AD11F', 'name': 'Akumajou Densetsu (J).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Castlevania III: Dracula's Curse,cv3
56,"[{'id': 79, 'md5': 'C119A5A9B0E2959AD5D11562F9F4CE55', 'sha1': '0F0C2C2E294FF8CE255A618964728C935FD8963B', 'name': ""Mike Tyson's Punch-Out!! (U) (PRG1) [!]"", 'type': 1, 'region': 'U', 'version': 'PRG1', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 4981, 'md5': 'E6AA18B88ACEAB7DAA51405E87B7B684', 'sha1': '1D6529BD2F9C37505133261FC5D9CD7685FA8EB7', 'name': 'Punch-Out!! (U) [b1].nes', 'type': 3, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Mike Tyson's Punch-Out!!,mtpo
57,"[{'id': 500, 'md5': '2e9f52556273aa735d0e75649541d812', 'sha1': '73b33e67e3c9e1116f9fcb021b10bb1171b8696a', 'name': 'Batman (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Batman,nes-batman
58,"[{'id': 1679, 'md5': '937DD74A0FB140B1E10D1915D4E2BD48', 'sha1': 'B7D7E496CA9DFA023D79DCC973208C1C63477125', 'name': 'Tecmo Super Bowl', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Tecmo Super Bowl,tecspbwl
59,"[{'id': 167, 'md5': '2B9570720145F760AEF1EF04814ABE92', 'sha1': 'B1796660E4A4CEFC72181D4BF4F97999BC048A77', 'name': 'Ninja Gaiden II - The Dark Sword of Chaos (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 4853, 'md5': 'F255F44D47EE64D6B040B1AFEA50165C', 'sha1': 'AE1BD1563C31EBE54078F8876ADDFB30D905D0A4', 'name': 'Ninja Ryukenden II - Ankoku no Jashin Ken (J) [!]', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Ninja Gaiden II: The Dark Sword of Chaos,njagaid2
60,"[{'id': 1697, 'md5': '823D631E20FE6239207965BE6A453141', 'sha1': 'F7897F46A4DCFEF1E484D80B10F0810F986F9E25', 'name': 'Friday the 13th (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Friday the 13th,fri13th
61,"[{'id': 106, 'md5': 'E6CB4E0FAF2E944B2A0C8D78A399AC7F', 'sha1': '0E40052299ADA46F6C2D1172323366F872F90570', 'name': 'Bubble Bobble (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Bubble Bobble,bubble-bobble
63,"[{'id': 389, 'md5': '6A2BFA3C6E9B1CE1E21AABD0DFBF2779', 'sha1': 'B2B30C4F30DD853C215C17B0C67CFE63D61A3062', 'name': 'Arkanoid (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Arkanoid,arkanoid
64,"[{'id': 1400, 'md5': '8512058A61EB9E37372EDC5E11CFCDB2', 'sha1': '611131DDB450C9B46AD6BC53E0C6E26C7140E83E', 'name': 'Shatterhand', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Shatterhand,shathand
65,"[{'id': 1010, 'md5': '186023FD956CB560706817A96B7BDFA4', 'sha1': 'C831410A86A9B759A1E5EC53E8E1EE6789C79569', 'name': 'Addams Family, The (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 5061, 'md5': '186023fd956cb560706817a96b7bdfa4', 'sha1': 'c831410a86a9b759a1e5ec53e8e1ee6789c79569', 'name': 'Addams Family, The (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Addams Family,adamsfam
66,"[{'id': 2330, 'md5': 'BBAFEAD19C25B38A5A129BB8C51AAF8D', 'sha1': '5C3A497A82BE60704DEDF45248B6AD9B32C855AB', 'name': 'Battletoads (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Battletoads,bt
67,"[{'id': 1599, 'md5': '984560AFEFA1DF3F6F761664A2ED9A37', 'sha1': '17AA26ECD1197A2CD2B5F02D71AEC3342B229D25', 'name': 'Dragon Quest (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 3777, 'md5': '1CFEEAC7A20B405780EEA318D3D1AF2A', 'sha1': '6A50CE57097332393E0E8751924FD56456EF083C', 'name': 'Dragon Warrior (U) (PRG0) [!].nes', 'type': 1, 'region': 'U', 'version': 'PRG0', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 3778, 'md5': '25CF03EB7AC2DEC4EF332425C151F373', 'sha1': '1ECC63AAAC50A9612EAA8B69143858C3E48DD0AE', 'name': 'Dragon Warrior (U) (PRG1) [!].nes', 'type': 1, 'region': 'U', 'version': 'PRG1', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Dragon Warrior,dw
68,"[{'id': 1035, 'md5': 'D7FE15CF2BC7B6582C07D12B3CF3BEDE', 'sha1': '2E9897846E54A4A9865E87DE7517C6710BDEC255', 'name': 'Excitebike (JU) [!]', 'type': 1, 'region': 'JU', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Excitebike,excitebk
69,"[{'id': 710, 'md5': '459837F4E8FCBAF29BD66ED926B6882E', 'sha1': '7188D8CE3D8D2A0DCD7B10FBC23A6F84FA9C4161', 'name': 'Darkwing Duck (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Darkwing Duck,drkwngdk
70,"[{'id': 2667, 'md5': '46DD259F5BD1FC91994864C410FBF1A5', 'sha1': '549DE66388FF02E33A40BF7EF83E207F98A50888', 'name': 'The Flintstones: The Rescue of Dino & Hoppy', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",The Flintstones: The Rescue of Dino & Hoppy,tfrodah
71,"[{'id': 915, 'md5': 'F8450351947B26BD83576DACBD606628', 'sha1': 'D069AB1DCEA5833D84BBAED2C674946B6B8442A9', 'name': 'The Blues Brothers (o1)', 'type': 3, 'region': 'U', 'version': 'o1', 'systemCode': 'NES', 'sourceDb': None}, {'id': 4856, 'md5': '4B73A0499A798A4B754CF337A3DCA291', 'sha1': 'AC3F180C7CCB6EA35D24658B315E5AFA72904F74', 'name': 'Blues Brothers, The', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",The Blues Brothers,blusbros
72,"[{'id': 2373, 'md5': '789D8C2148F1260E6700595E77B15F62', 'sha1': 'DD95FAF3FC64BFAF8B8FE2160F2721E1900E1361', 'name': 'Rockman 6 - Shijou Saidai no Tatakai!! (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 2747, 'md5': '37BB1A39A69BC6D1BCCAE0DD5411330D', 'sha1': '32774F6A0982534272679AC424C4191F1BE5F689', 'name': 'Mega Man 6 (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Mega Man 6,mm6
73,"[{'id': 2399, 'md5': '4B326BE45681AF67BD37DF8FF18D1ACD', 'sha1': '0305A626ACDC6523FF168725C402C6F81EC5B106', 'name': 'Wizards & Warriors (U) (PRG0)', 'type': 1, 'region': 'U', 'version': 'PRG0', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Wizards & Warriors,wiznwar
74,"[{'id': 1160, 'md5': '7CEAFEE55263403E25EEE9831CADAA1E', 'sha1': '647BB7FDCF9C37E36F744713C44665BFD9D26AA5', 'name': 'Trojan', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Trojan,trojan
75,"[{'id': 1223, 'md5': '61d431d155b503c378778062bda9cf5d', 'sha1': '74e43903d7b7a8d6b17e53f2774a4b2d26a2ea9a', 'name': 'Boy and His Blob, A - Trouble on Blobolonia (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}, {'id': 3933, 'md5': '7e32b869ef0eb117a5e814ce712ce994', 'sha1': '99a4fcd03449f2ff6f88d693e071c12dc276b660', 'name': 'Boy and His Blob, A - Trouble on Blobolonia (U) [b2].nes', 'type': 3, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",A Boy and His Blob,boyblob
76,"[{'id': 2097, 'md5': '021D505BD7F5EA9101C33171FEEBDF3A', 'sha1': 'DC1ED05F850070CCD73DC1D0F52CDA0277A0EF05', 'name': 'Battle of Olympus, The (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 3911, 'md5': '4A8B4FB97F599BB57584D7CFB9186EDC', 'sha1': 'F8E6C42F9D44F2B124FA75F57CCA6C4AB90A2350', 'name': 'Olympus no Tatakai (J).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",The Battle of Olympus,batolymp
77,"[{'id': 945, 'md5': 'CC9FA49D1C3756A7A9533B8F040E0C4C', 'sha1': '2373E952FECC5F7507F99476E82C298CAB1F51CB', 'name': 'Super Pitfall (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Super Pitfall,sppitfal
78,"[{'id': 493, 'md5': 'DBB82AB88102526ED6D16DDBF6BA119F', 'sha1': 'E2F934AA49767DAD1F5D62544FBC9037E9215BB3', 'name': 'Goonies 2 - Fratelli Saigo no Chousen (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 4857, 'md5': '6CE1F32C9177B0B79B390B5CE6A2DB52', 'sha1': '637D894A3704099F8519D1B048219395F14C6BB7', 'name': 'Goonies II, The (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Goonies II,goonies2
79,"[{'id': 2105, 'md5': '460D3E6805496C35D630F538D01E68E4', 'sha1': '78E80A5BDF23FEB5F287FDA15A9BFFA4431FC7BA', 'name': 'Goonies, The (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Goonies,goonies
80,"[{'id': 1056, 'md5': '2cad400be349dfe975234c033e495a74', 'sha1': '56a494cdf35d11b515d3bd3630396ce97add66e1', 'name': ""Rockin' Kats (U) [!].nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Rockin' Kats,rocnkats
81,"[{'id': 1625, 'md5': 'C23BCF1CB353BC3A7D19B88DF01EEE59', 'sha1': '36636860236C9B83BD6FC92085EBA010D1C514DA', 'name': 'Cobra Triangle (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Cobra Triangle,cobratri
82,"[{'id': 261, 'md5': '9C96408F7A7AA0DA2C3B723759699506', 'sha1': 'ADB89B4923BB34805A39C141BAF227849A27CE41', 'name': 'Blaster Master (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 3899, 'md5': '96169BE8A8EB06FAE2AF97871620567A', 'sha1': '116F94EA3F0CDF0124A46EBEAA3AE27CF884E7BC', 'name': 'Blaster Master (E) [!].nes', 'type': 1, 'region': 'E', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Blaster Master,blasmas
83,"[{'id': 381, 'md5': '4AF158915D65DD33C3F0903C708D1664', 'sha1': 'DE68E4B558A21DF2828A75EAAA58F261EAC4CF01', 'name': 'Kage no Densetsu (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 5026, 'md5': '0E57816451C558F4DA5C6FC1E95463F6', 'sha1': '8A9E3AF36C3938032F8E8A58737A1D79CE1461E7', 'name': 'Kage no Densetsu (J) [hM03].nes', 'type': 2, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.21'}]",The Legend of Kage,lokage
84,"[{'id': 59, 'md5': '8ccb428390b2ac83744b36bfc98e3ff6', 'sha1': '7317d1f1096b57f6ab8f3001bcdd35665c291b1a', 'name': 'Maniac Mansion (USA).nes', 'type': 1, 'region': 'U', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Maniac Mansion,manicman
85,"[{'id': 1973, 'md5': '58E2A3B62103C1F4AF7AEC452CAFF175', 'sha1': 'A7F5329BE0440498DC343504652EAFCB39836609', 'name': 'Akumajou Special - Boku Dracula-kun (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Kid Dracula,kidrcula
86,"[{'id': 2168, 'md5': '6244F9B2C47E19FBAAEF221BF706D34D', 'sha1': 'EA2754A9061EE0DB8EDE01C39C3347CFC17F6E81', 'name': 'Circus Charlie (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 5043, 'md5': '8486048C48F40F3787E4B7D9F1788659', 'sha1': 'C310FD08866A215E71B9713B115DA260F9D722DD', 'name': 'Circus Charlie (J) [b1].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Circus Charlie,circchar
87,"[{'id': 2196, 'md5': 'D5B486E9FCAC1376BF18F71AF9DD999E', 'sha1': '7B07791F9AEA7170A43F54390B45F2904F78FF0F', 'name': 'Kabuki: Quantum Fighter', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Kabuki: Quantum Fighter,kabukiqf
88,"[{'id': 1746, 'md5': '570246C1F5F8BA5E5091D71DEACDF7B2', 'sha1': '38A0F366DF579C86679F54FE8803FE9D81223257', 'name': 'Uninvited (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Uninvited,uninvtd
89,"[{'id': 2334, 'md5': '533318943b639f039d4c55e0e98e6aa8', 'sha1': '157329cd7df936c0c0dbe4693e9d2880ce52c878', 'name': 'Karnov (U) [!].nes', 'type': 1, 'region': 'U', 'version': 'Classified as good by goodNES 3.23', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 4834, 'md5': '01CD68E27DF5E402255FE244D0C0998E', 'sha1': '1EFC81703C5D988C92E01E53F7DC2F56E7FE23E0', 'name': 'Karnov (b1)', 'type': 3, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 4939, 'md5': '36810c924688fee01659968d7e582bdd', 'sha1': '5e593b72121a9e8edd186a3e21e54ffaffe82736', 'name': 'Karnov (U) [!].nes Unknown', 'type': 1, 'region': 'U', 'version': 'Classified as a good dump by unknown source', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Karnov,karnov
90,"[{'id': 164, 'md5': 'C20B630CEC2FF87F796E9F1004D8BC5E', 'sha1': '1787C6235FBF16337BB4789817CFE0B15AB3AAD7', 'name': 'Astyanax (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Astyanax,astyanax
95,"[{'id': 289, 'md5': '172CA4BD1140C107FF0C0C63BB88058C', 'sha1': 'FF19D548A92F78CB1024E97128C1AA82B9D0E77E', 'name': ""Dragon's Lair (Japan).nes"", 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}, {'id': 2909, 'md5': '71E678115866FF40ED98F1BEEAF06DB4', 'sha1': 'B264269FD22F9CE245BC8B84771A0022EBB75278', 'name': ""Dragon's Lair (U) [!].nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Dragon's Lair,drgnlair
96,"[{'id': 2460, 'md5': 'B72E063E45A785A54C8E456AA8D713C7', 'sha1': 'DE5964C4F66200B3912889F2E6F27E97436385DF', 'name': 'Super Spy Hunter (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Battle Formula: Super Spy Hunter,sshntr
97,"[{'id': 2879, 'md5': 'B95381BB82D3FD57CBEB9B72C7B8EFF6', 'sha1': 'D85D129183593471A6FFA1C3B709F022C687F5FE', 'name': 'Meikyuu Kumikyoku (J) [f1].nes', 'type': 3, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}, {'id': 2880, 'md5': '22667D02D3BDE0A44A42194CB6BF26F3', 'sha1': '6ED393942539AAF99FE5A94CFE3A2AAA471F9B1D', 'name': ""Milon's Secret Castle (U) [!].nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Milon's Secret Castle,milonsec
98,"[{'id': 1849, 'md5': '63D85DB88F52E9A1C3DA2E7813E5B0E1', 'sha1': '40FF068D2A7BE1202D843C2A9DC1220F087A094A', 'name': 'Teenage Mutant Ninja Turtles II - The Arcade Game (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Teenage Mutant Ninja Turtles II: The Arcade Game,tmnt2
100,"[{'id': 2498, 'md5': 'D39C9262A82A3A38E4967E01717C1A9F', 'sha1': '308010E10473186B0BA017206D014A249E41A5F2', 'name': 'Street Fighter 2010 (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 4860, 'md5': '5D8C039D277892F86AEBF1AFD813392E', 'sha1': '92F1DC8FC7C9420CF26D063611FA7D9067197740', 'name': 'Street Fighter 2010 - The Final Fight (U) [!]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Street Fighter 2010: The Final Fight,sf2010
101,"[{'id': 1785, 'md5': '2a13dab59e7545d39117439e738e48ba', 'sha1': 'b2d2e8a85dcec7a4b7a9a6a24f59be3103f7d49c', 'name': 'Nightmare on Elm Street, A (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",A Nightmare on Elm Street,noelmst
102,"[{'id': 2365, 'md5': 'D5690F20E4BE9ED870114A248409E8E1', 'sha1': '835FEE060B15700163A1F8AD9716A163BF79C8FD', 'name': 'Gimmick! (J).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}, {'id': 2889, 'md5': 'AEC25B5B32CCF6475E2983A4CE3D05FF', 'sha1': '6B75E9B6DDF12B3F128C9FE20D1BE7A974BD32E3', 'name': 'Gimmick! (J) [b1].nes', 'type': 3, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}, {'id': 4987, 'md5': '47E272F1424A2329B31ADDC75F1CD67E', 'sha1': '2AFF0E6A2CB09FCFE9F21803478D33A7A8F884F7', 'name': 'Gimmick! (J) [b1].nes (2)', 'type': 3, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Gimmick!,gimmick
103,"[{'id': 118, 'md5': '2F037C1DA6A59F56A0F65C6971F8B3BD', 'sha1': 'D98426B4955AE9EC4FEAEDB2538AAB35B8209C06', 'name': 'Felix the Cat (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 4861, 'md5': '490969649C5E19A6AEE36F96191DB7BA', 'sha1': '7A55A6F3A41DD59A6DF499191EDCCF89554B231D', 'name': 'Felix the Cat by Dragon Co (Unl) [!].nes', 'type': 1, 'region': 'U', 'version': 'Unlicensed', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Felix the Cat,felixtc
105,"[{'id': 58, 'md5': '2a8b36c8db90988ebf5c952b3d6c5162', 'sha1': '1ac57d0e2924edb3b3c1ad96b29f32a2d48663e7', 'name': ""Bucky O'Hare (USA).nes"", 'type': 1, 'region': 'U', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}]",Bucky O'Hare,buckyohr
